CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY
혈액관리법 일부개정법률안,2021-09-17,보건복지부,보건복지
형법 일부개정법률안,2021-09-17,법무부,정치개혁
농수산물 품질관리법 일부개정법률안,2021-09-17,식품의약품안전처,안전/환경
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2021-09-17,질병관리청,안전/환경
아동복지법 일부개정법률안,2021-09-17,보건복지부,보건복지
방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,2021-09-17,방송통신위원회,문화/예술/체육/언론
범죄피해자 보호법 일부개정법률안,2021-09-17,법무부,정치개혁
형사소송법 일부개정법률안,2021-09-17,법무부,정치개혁
수입식품안전관리 특별법 일부개정법률안,2021-09-17,식품의약품안전처,안전/환경
국가공무원법 일부개정법률안,2021-09-17,인사혁신처,행정
더불어민주당 이재명 대통령선거 예비후보의 대장동 개발 관련 특혜 제공 및 연루 등의 진상규명을 위한 특별검사 임명 등에 관한 법률안,2021-09-23,법무부,정치개혁
산업안전보건법 일부개정법률안,2021-09-23,고용노동부,일자리
사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,2021-09-23,법무부,정치개혁
조세특례제한법 일부개정법률안,2021-09-23,기획재정부,행정
하도급거래 공정화에 관한 법률 일부개정법률안,2021-09-23,공정거래위원회,성장동력
매장문화재 보호 및 조사에 관한 법률 일부개정법률안,2021-09-23,문화재청,문화/예술/체육/언론
수중문화재의 조사 및 연구 지원에 관한 특별법안,2021-09-23,문화재청,문화/예술/체육/언론
한국주택금융공사법 일부개정법률안,2021-09-23,금융위원회,경제민주화
건축물의 분양에 관한 법률 일부개정법률안,2021-09-23,국토교통부,교통/건축/국토
교통안전법 일부개정법률안,2021-09-23,국토교통부,교통/건축/국토
건설산업기본법 일부개정법률안,2021-09-23,국토교통부,교통/건축/국토
소년법 일부개정법률안,2021-09-23,법무부,정치개혁
검역법 일부개정법률안,2021-09-23,질병관리청,안전/환경
공간정보의 구축 및 관리 등에 관한 법률 일부개정법률안,2021-09-23,국토교통부,교통/건축/국토
변형카메라의 관리에 관한 법률안,2021-09-24,과학기술정보통신부,성장동력
정부조직법 일부개정법률안,2021-09-24,행정안전부,행정
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2021-09-24,보건복지부,보건복지
정당법 일부개정법률안,2021-09-24,법제처,정치개혁
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2021-09-24,질병관리청,안전/환경
선거관리위원회법 일부개정법률안,2021-09-24,중앙선거관리위원회,정치개혁
혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,2021-09-24,국토교통부,교통/건축/국토
주택도시기금법 일부개정법률안,2021-09-24,국토교통부,교통/건축/국토
변리사법 일부개정법률안,2021-09-24,특허청,기타
상속세 및 증여세법 일부개정법률안,2021-09-24,기획재정부,행정
기술보증기금법 일부개정법률안(대안),2021-09-24,중소벤처기업부,일자리
한국은행법 일부개정법률안,2021-09-24,기획재정부,행정
감염병의 예방 및 관리에 관한 법률 일부개정법률안(대안),2021-09-24,질병관리청,안전/환경
보호시설에 있는 미성년자의 후견 직무에 관한 법률 일부개정법률안,2021-09-24,보건복지부,보건복지
해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,2021-09-24,해양수산부,농산어촌
건설기술 진흥법 일부개정법률안,2021-09-24,국토교통부,교통/건축/국토
조세특례제한법 일부개정법률안,2021-09-24,기획재정부,행정
재외동포기본법안,2021-09-24,외교부,외교/통일/국방
국회법 일부개정법률안(대안),2021-09-24,법제처,정치개혁
남북관계 발전에 관한 법률 일부개정법률안(대안),2021-09-24,통일부,외교/통일/국방
전기사업법 일부개정법률안(대안),2021-09-24,산업통상자원부,성장동력
건축법 일부개정법률안(대안),2021-09-24,국토교통부,교통/건축/국토
방송법 일부개정법률안(대안),2021-09-24,방송통신위원회,문화/예술/체육/언론
전기통신사업법 일부개정법률안,2021-09-24,과학기술정보통신부,성장동력
국가정보원직원법 일부개정법률안(대안),2021-09-24,국가정보원,정치개혁
전자서명법 일부개정법률안(대안),2021-09-24,과학기술정보통신부,성장동력
지방자치법 일부개정법률안(대안),2021-09-24,행정안전부,행정
지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안(대안),2021-09-24,행정안전부,행정
지방공무원법 일부개정법률안(대안),2021-09-24,행정안전부,행정
위치정보의 보호 및 이용 등에 관한 법률 일부개정법률안(대안),2021-09-24,방송통신위원회,문화/예술/체육/언론
기부금품의 모집 및 사용에 관한 법률 일부개정법률안(대안),2021-09-24,행정안전부,행정
소방기본법 일부개정법률안(대안),2021-09-24,소방청,안전/환경
도로교통법 일부개정법률안(대안),2021-09-24,경찰청,행정
노근리사건 희생자 심사 및 명예회복에 관한 특별법 전부개정법률안(대안),2021-09-24,행정안전부,행정
새마을금고법 일부개정법률안(대안),2021-09-24,행정안전부,행정
공공주택 특별법 일부개정법률안(대안),2021-09-24,국토교통부,교통/건축/국토
지방공기업법 일부개정법률안(대안),2021-09-24,행정안전부,행정
지방공무원 교육훈련법 일부개정법률안(대안),2021-09-24,행정안전부,행정
전기통신사업법 일부개정법률안,2021-09-27,과학기술정보통신부,성장동력
방송통신발전 기본법 일부개정법률안,2021-09-27,과학기술정보통신부,성장동력
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2021-09-27,보건복지부,보건복지
소득세법 일부개정법률안,2021-09-27,기획재정부,행정
조세특례제한법 일부개정법률안,2021-09-27,기획재정부,행정
신문 등의 진흥에 관한 법률 일부개정법률안,2021-09-27,문화체육관광부,문화/예술/체육/언론
학교체육 진흥법 일부개정법률안,2021-09-27,교육부,육아/교육
아동·청소년의 성보호에 관한 법률 일부개정법률안,2021-09-27,여성가족부,인권/성평등
국민체육진흥법 일부개정법률안,2021-09-27,문화체육관광부,문화/예술/체육/언론
공공주택 특별법 일부개정법률안,2021-09-27,국토교통부,교통/건축/국토
공직선거법 일부개정법률안,2021-09-27,중앙선거관리위원회,정치개혁
농어업경영체 육성 및 지원에 관한 법률 일부개정법률안,2021-09-27,농림축산식품부,농산어촌
법원조직법 일부개정법률안,2021-09-27,법제처,정치개혁
장애인권리보장법안,2021-09-27,보건복지부,보건복지
전통무예진흥법 전부개정법률안,2021-09-27,문화체육관광부,문화/예술/체육/언론
법원조직법 일부개정법률안,2021-09-27,법제처,정치개혁
지역신문발전지원 특별법 일부개정법률안,2021-09-27,문화체육관광부,문화/예술/체육/언론
민사소송법 일부개정법률안,2021-09-27,법무부,정치개혁
조세특례제한법 일부개정법률안,2021-09-27,기획재정부,행정
아이돌봄 지원법 일부개정법률안,2021-09-28,여성가족부,인권/성평등
교원의 노동조합 설립 및 운영 등에 관한 법률 일부개정법률안,2021-09-28,고용노동부,일자리
공교육 정상화 촉진 및 선행교육 규제에 관한 특별법 일부개정법률안,2021-09-28,교육부,육아/교육
민사소송법 일부개정법률안,2021-09-28,법무부,정치개혁
전기통신사업법 일부개정법률안,2021-09-28,과학기술정보통신부,성장동력
여신전문금융업법 일부개정법률안,2021-09-28,금융위원회,경제민주화
형사소송법 일부개정법률안,2021-09-28,법무부,정치개혁
양성평등기본법 일부개정법률안,2021-09-28,여성가족부,인권/성평등
수도권매립지관리공사의 설립 및 운영 등에 관한 법률 일부개정법률안,2021-09-28,환경부,안전/환경
법원조직법 일부개정법률안,2021-09-28,법제처,정치개혁
개인정보 보호법 일부개정법률안,2021-09-28,개인정보보호위원회,인권/성평등
조세특례제한법 일부개정법률안,2021-09-28,기획재정부,행정
공중위생관리법 일부개정법률안,2021-09-29,보건복지부,보건복지
장애인활동 지원에 관한 법률 일부개정법률안,2021-09-29,보건복지부,보건복지
조세특례제한법 일부개정법률안,2021-09-29,기획재정부,행정
한국토지주택공사법 일부개정법률안,2021-09-29,국토교통부,교통/건축/국토
조세특례제한법 일부개정법률안,2021-09-29,기획재정부,행정
국민건강보험법 일부개정법률안,2021-09-29,보건복지부,보건복지
전기통신사업법 일부개정법률안,2021-09-29,과학기술정보통신부,성장동력
장애인고용촉진 및 직업재활법 일부개정법률안,2021-09-29,고용노동부,일자리
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2021-09-29,방송통신위원회,문화/예술/체육/언론
대학균형발전특별회계법안,2021-09-29,교육부,육아/교육
수산자원관리법 일부개정법률안,2021-09-29,해양수산부,농산어촌
국가재정법 일부개정법률안,2021-09-29,기획재정부,행정
규제자유특구 및 지역특화발전특구에 관한 규제특례법 일부개정법률안,2021-09-29,중소벤처기업부,일자리
근로기준법 일부개정법률안,2021-09-29,고용노동부,일자리
장애인고용촉진 및 직업재활법 일부개정법률안,2021-09-29,고용노동부,일자리
에너지이용 합리화법 일부개정법률안,2021-09-29,산업통상자원부,성장동력
협동조합 기본법 일부개정법률안,2021-09-29,기획재정부,행정
도시개발법 일부개정법률안,2021-09-29,국토교통부,교통/건축/국토
북방경제협력을 위한 강호권 사회간접자본 투자 등에 관한 특별법안,2021-09-30,국토교통부,교통/건축/국토
형사소송법 일부개정법률안,2021-09-30,법무부,정치개혁
주택법 일부개정법률안,2021-09-30,국토교통부,교통/건축/국토
공직선거법 일부개정법률안,2021-09-30,중앙선거관리위원회,정치개혁
부마민주항쟁 관련자의 명예회복 및 보상 등에 관한 법률 일부개정법률안,2021-09-30,행정안전부,행정
문화재보호법 일부개정법률안,2021-09-30,문화재청,문화/예술/체육/언론
의료법 일부개정법률안,2021-09-30,보건복지부,보건복지
채용절차의 공정화에 관한 법률 일부개정법률안,2021-09-30,고용노동부,일자리
조세특례제한법 일부개정법률안,2021-09-30,기획재정부,행정
동물보호법 전부개정법률안,2021-09-30,농림축산식품부,농산어촌
해양환경관리법 일부개정법률안,2021-09-30,해양수산부,농산어촌
박물관 및 미술관 진흥법 일부개정법률안,2021-10-01,문화체육관광부,문화/예술/체육/언론
