category,title,votes,end date
육아/교육,**초등학교 혁신초 지정 반대 청원,136,2021-11-25
안전/환경,민식이법을 이렇게 고치는 것을 제안합니다.,216,2021-11-25
안전/환경,이사하다가 너무 억울하여 여기 글을 올립니다.,247,2021-11-25
보건복지,모더나 백신 1차 접종 후 사망/ 아버지의 억울함을 풀어주세요.,11730,2021-11-25
보건복지,화이자 백신 2차 접종 후 남편은 세상을 떠났습니다.,4786,2021-11-25
교통/건축/국토,경의중앙선 운영 개선 청원,760,2021-11-25
보건복지,"나라의 주인인 국민으로서 적폐인 금융위, 금감원에 경고!",1093,2021-11-25
보건복지,백신 접종 후 급성심근염으로 고통받는 어머니를 살려주세요!!,1331,2021-11-25
인권/성평등,계부로부터 성폭행을 당한 뒤 극단적인 선택을 한 두 청주여중생  피의자 계부신상공개 요청 합니다,15615,2021-11-25
안전/환경,KT에게 통신사로서의 징계를 내리고 제4의 국영통신사를 만들어 주세요,1259,2021-11-25
보건복지,33살 건장한 제 동생이 모더나 2차 3일만에 사망했습니다.,19697,2021-11-25
기타,고객이 보험금 수령한 일이 왜 설계사의 잘못인가요?,4186,2021-11-25
보건복지,"34세 청년가장이 36세 형 백신 부작용 치료 후 퇴원하는 날, 화이자 1차 접종 후 뇌사했습니다. 사인규명을 원합니다.",7167,2021-11-25
경제민주화,"씨티은행 단계적 폐지, 청산으로부터 기존 대출을 이용하고 있던 소비자를 보호해주십시오",1914,2021-11-25
보건복지,비합리적이고 강압적인 실내체육시설 등에 관한 백신패스 폐지를 간곡히 청원합니다,18440,2021-11-25
문화/예술/체육/언론,오빠찬스와 부정투표로 걸그룹 멤버가 된 *****의 퇴출을 청원합니다.,1812,2021-11-25
교통/건축/국토,고속도로 환승제도 개편 부탁드립니다.,163,2021-11-25
육아/교육,피해자인 아이를 학교가 왕따 시켰습니다.,3697,2021-11-25
안전/환경,성착취물 로 고통받게 하는 불법 영상 딥페이크 제작자.소지자 처벌을 받을수 있게 부탁합니다,4465,2021-11-25
인권/성평등,제2의 N번방 ****사건 근본적인 해결을위해 국제공조수사를 요청합니다',710,2021-11-25
보건복지,충주 모 요양원의 실체를 고발합니다/억울한 제 한을 풀어주세요,651,2021-11-25
기타,호소합니다 ( ** 셋톱박스 화재 관련 ),126,2021-11-25
보건복지,전문간호사 입법 개정안을 통과시켜 이들의 역할과 위치를 지켜주세요!!,247,2021-11-25
정치개혁,제4차 근본적인 사법개혁 청원글,275,2021-11-25
안전/환경,(필독)부스터샷 ! 생명앞에 국가는 경각심을 가져라!,424,2021-11-25
기타,경찰서 황당한 수사결론,151,2021-11-25
보건복지,코로나 백신 접종 이후 사망한 아내의 죽음을 명확히 밝혀주세요.,1583,2021-11-25
교통/건축/국토,생색내기 산단조성 이제 멈춰야 합니다.,141,2021-11-25
행정,스쿨존 주.정차 금지법,162,2021-11-25
경제민주화,정책모기지(보금자리론) 거절로 서민을 두번 세번 울리지 말아주세요!,436,2021-11-25
보건복지,차라리 코로나에  걸리는게 낫겠습니다,351,2021-11-25
보건복지,화이자 백신부작용으로 인해 뇌사상태에 빠진 저희 누나좀 도와주세요,16478,2021-11-25
안전/환경,원룸 임차인이 낮과 밤을 가리지 않고 소란을 피워 10세대가 고통의 나날을 보내고 있습니다.,180,2021-11-25
행정,공무원 복무 문제에 대한 시정요구하는 민원인을 명예훼손으로 고소한 공무원에 대한 국가청원,137,2021-11-25
보건복지,[아스트라 중증 부작용] 저희 장모님 다시 깨어나게 해주세요.,4238,2021-11-25
육아/교육,********대학교에 대한 감사를 미루는  교육부의 직무유기를 규탄합니다!,557,2021-11-25
미래,해운진흥공사와 산업은행의 해운재건을 방해하는 행태들을 막아주세요,1043,2021-11-25
문화/예술/체육/언론,"집값 상승 부추기고, 계층간 위화감 조장하는 MBC 구해줘홈즈 폐지를 청원합니다!",300,2021-11-25
교통/건축/국토,국유재산 환수 관련 법원의 잘못된 업무처리 및 군청의 수년째 업무이행 지연,115,2021-11-25
문화/예술/체육/언론,엠넷 ***** *** 조작수사 부탁드립니다,226,2021-11-25
외교/통일/국방,코로나 완치자여도 과거 감염 이력이 있으면 중국 출국 불가? 제발 출국 할 수 있도록 도와주세요,168,2021-11-25
정치개혁,국민에게 막말하는 정치인은 정치활동을 제한시켜주세요.,548,2021-11-25
육아/교육,급식조리사 및 돌봄전담사 등 학교에서 근무중인 근로자들의  단체행동권 관련 노동관계법 개정을 촉구한다!!!!,2712,2021-11-25
반려동물,"너무나 잔인한 방법으로, 동물을 학대하고 실험하는 수의사들을 면허취소 해주세요.",3464,2021-11-25
농산어촌,저희 부모님이 매일 공포감에 사무쳐 생활하고 계십니다.,461,2021-11-25
보건복지,화이자백신 1차 접종후 사망,3143,2021-11-25
보건복지,"건강하셨던 아버지의 갑작스런 사망, 접종 부작용의 사후관리가 필요합니다",1099,2021-11-25
보건복지,저희 언니가 코로나 백신을 맞고 죽었습니다.,3653,2021-11-26
일자리,강성노조의 강압에 일자리를 잃게생겼습니다 도와주세요,251,2021-11-26
정치개혁,노태우 국가장 반대합니다,712,2021-11-26
보건복지,"늘어나는 백신 부작용자들의 반복된 호소, 그러나 대답없는 메아리",2654,2021-11-26
육아/교육,"수강료 환급액 미지급 ****, 수강생 모집 광고를 멈춰주세요",286,2021-11-26
일자리,"‘공공기관’에만 시행하는 '임금피크제', '공무원'도 '임금피크제' 시행하라(제도 개선 1탄)",191,2021-11-26
기타,노태우 국가장 반대,13524,2021-11-26
보건복지,17q12microdeletion syndrome에 대해 산정특례대상 지정을 간곡히 부탁드립니다.,721,2021-11-26
보건복지,재가노인장기요양센터를 관련입니다,4769,2021-11-26
행정,내란수괴 노태우의 국가장 취소를 청원합니다,4049,2021-11-26
정치개혁,민주주의 헌법 정신을 짓밞고 군사 반란을 주도한 노태우 씨에 대한 국가장 진행을 취소해주십시오.,1937,2021-11-26
보건복지,"모더나 백신 접종후 복부출혈로 긴급수술, 한달째 물한모금 못마시고 입원해있는 제남편을 도와주세요",9268,2021-11-26
보건복지,코로나 감염 후 완치자를 코로나 패스에 포함시켜 주세요,424,2021-11-26
외교/통일/국방,다문화 가정이 겪는 한국 방문 비자 신청의 어려움을 해결해 주세요,338,2021-11-26
행정,경력의 동일한 적용,121,2021-11-26
인권/성평등,공무원·조폭 등 부산 성매매 업주.키스방광고사이트운영자 강력처벌과 신상공개 촉구합니다.,2475,2021-11-26
안전/환경,고속도로 공사 영향으로 아버지가 아픕니다. 최소한 국민이 피해받지 않는 선에서 공사를 진행할수있게 대책과 방안을 세워주세요.,1307,2021-11-26
문화/예술/체육/언론,제102회 전국체전 여고부 핸드볼 결승전 편파판정 의혹 규명 해주세요.,3367,2021-11-26
육아/교육,졸속 교육행정으로 인한 아이들의 잃어버린 학교를 되찾아주세요.,1906,2021-11-26
인권/성평등,16세 줄넘기 국가대표 여학생을 성폭행한 26세 코치의 강력한 처벌과 신상공개를 요구합니다.,29642,2021-11-26
기타,오토바이 사기꾼에게 빼앗긴 저의 시간과 돈을 찾습니다..!,140,2021-11-26
교통/건축/국토,우리집이 하루아침에 철거업체에 의해 난장판이 되었습니다.,191,2021-11-26
인권/성평등,골프장 갑질회원이 벌금형 받고 다시 골프장에 들어올려고 합니다.,336,2021-11-26
보건복지,백신맞고 후유증에 시달리는 것도 억울한데 백신패스로 차별까지 받아야 합니까,2021,2021-11-26
기타,40대 가장을 때린 20대여자 엄중처벌을 부탁합니다.,293,2021-11-26
기타,청와대 청원 게시판의 명확한 삭제 및 숨김 처리 기준을 밝혀주길 바랍니다.,453,2021-11-26
보건복지,백신 접종 하루만에 급성 뇌경색과 뇌출혈로 고통받는 저희 아버지 살려주세요...,973,2021-11-26
보건복지,'백신패스'를 반대합니다.,4499,2021-11-26
인권/성평등,완주 고등학생 살인사건,93329,2021-11-26
육아/교육,다시 한번 호소합니다.3년째 여전히 사지마비인 제 아들이 더는 억울하지 않게 도와주세요,1423,2021-11-26
보건복지,기부천사 ***의 민낯을 고발합니다.,657,2021-11-26
보건복지,대구 장애인거주시설 OO재활원 퇴직금 및 십일조를 규탄합니다.(2),205,2021-11-26
보건복지,모더나 2차 백신접종 후 다음날 사망,3548,2021-11-27
보건복지,"코로나-19 백신 접종 후, 하반신 마비 및 안면 마비를 온 저희 어머니를 도와주세요.",3198,2021-11-27
인권/성평등,뺑소니 사망 사고를 저지른 파렴치범의 강력한 처벌을 바랍니다.,2410,2021-11-27
정치개혁,박수현 국민소통수석의 해임을 정식으로 청원합니다,517,2021-11-27
보건복지,신포괄수가제 제줄라처방 계속되게해주세요,760,2021-11-27
교통/건축/국토,어린이 보호 차량 썬팅 관련 제고 부탁 드립니다.,284,2021-11-27
교통/건축/국토,부산시 **구 재개발 ***지구 조합장(이하 ‘조합장’) 및 관계자들의 문제점을 바로잡아 주세요.,3394,2021-11-27
정치개혁,노태우 씨 국가장에 반대합니다,2358,2021-11-27
인권/성평등,장인앞에서 일본도 로 아내살해 한 남편 피의자 40대 신상공개 재요청 촉구합니다,1202,2021-11-27
인권/성평등,성폭력 사건을 은폐한 공직자들을 처벌해주세요!,485,2021-11-27
인권/성평등,지자체에서 운영중인 CCTV통합관제센터 관제요원이 이를 악용하여 평범한 여러분들의 일상을 지켜보고 있다면 어떠시겠습니까?,319,2021-11-27
보건복지,백신부작용인거같아요화이자,987,2021-11-27
안전/환경,***구역 재개발지역  팬스안쳐  추락사망사고,147,2021-11-27
보건복지,여가부 뭐하나요? 임산부들 위드코로나 시대에 살 수 있게 해주세요,535,2021-11-27
행정,*** 빰치는 공공지원민간임대(뉴스테이) 사업 진짜 문제입니다. 도와주세요~,145,2021-11-27
교통/건축/국토,자동차분쟁조정심의위원회 폐지요청 입니다,433,2021-11-27
보건복지,코로나 백신 미접종자들을 향한 불이익과 비난을 멈춰주세요.,1546,2021-11-27
인권/성평등,기초과학연구원의 용역노동자를 향한 갑질과 협박을 중단시켜주세요.,165,2021-11-27
육아/교육,"대학수학능력시험 시간, OMR 답안지를 걷은 뒤 잠시 수험생들이 가채점표를 작성할 시간을 주세요.",221,2021-11-27
보건복지,편의점 업종 제외 철회 요청,3191,2021-11-27
경제민주화,가상자산 과세유예와 과세체계 개선 요청,349,2021-11-28
인권/성평등,갑질교수 처벌 및 대학원생 인권을 위해 법 제정을 부탁드립니다.,1297,2021-11-28
반려동물,개물림 사고에 대한 책임을 법적으로 강화시켜주십시오.,4023,2021-11-28
교통/건축/국토,전라북도 익산 ** **아파트 1단지 재건축지역주택조합 관련,186,2021-11-28
경제민주화,기관과 외국인에게도 공매도 상환기간을 적용해주세요. (공매도 담보비율도 수정부탁드립니다),3035,2021-11-28
인권/성평등,트위터 남탕몰카유포사건 조작.진짜 인지 철저히 수사.강력처벌을 촉구합니다.,336,2021-11-28
보건복지,"희귀난치성 질환, 글루타르산혈증 3개월 우리 아이 제발 도와주세요!",428,2021-11-28
반려동물,고속도로에서 강아지 매달고 달린 SUV,6148,2021-11-28
외교/통일/국방,재외공관 행정직원 처우 및 근무환경 개선요구,147,2021-11-28
육아/교육,성폭력 피해자가 가해자로 몰리게 되었습니다.,25084,2021-11-28
기타,아빠를 죽음에 이르게 한 병원의 처벌을 요구합니다.,3969,2021-11-28
인권/성평등,정하영 김포시장께,953,2021-11-28
교통/건축/국토,부산의 32년된 아파트 부지 57%나 되는 녹지를 해제하여 주세요!!!,138,2021-11-28
경제민주화,후취담보 보금자리는 대출총량에서 제외해주세요.,245,2021-11-28
행정,소상공인손실보상은 즉석복권입니까? 20년도 오픈 일반음식점업입니다!비교해준다던 업종평균액은 어떤기준입니까?,277,2021-11-28
행정,유류세 인하할때마다 급격히 기름값을 올리는 주유소의 담합 의심을 조사해주세요,288,2021-11-28
보건복지,산재노동자  평균임금지급에 대한  근복에 부당함과 직무유기,179,2021-11-28
교통/건축/국토,개발제한구역 대규모 불법상가시설 단속하여 주십시요.,137,2021-11-28
보건복지,저희 아버지는 아스트라제네카 2차접종 하루만에 돌아가셨습니다,3394,2021-11-28
안전/환경,대한민국 정부의 탄소중립 선언에 반하는 해외 석탄화력발전소 건설을 철회해주세요.,363,2021-11-28
정치개혁,노태우씨의 국가장결정을 취하해 주십시요,540,2021-11-28
기타,보험사의 횡포를 올립니다,217,2021-11-28
보건복지,저는 백신 2차 접종 후 급성골수성백혈병 진단을 받은 73세 어머니의 아들입니다.,802,2021-11-28
반려동물,반려동물 입양 절차 강화,878,2021-11-28
정치개혁,국회의원 금뱃지를 폐지해야 합니다,1032,2021-12-01
보건복지,존경하는 대통령님 백신접종후 허망하게 고인이 된 누님의 한과 유가족의 눈물을 닦아 주시길 간절히 부탁드립니다..,1036,2021-12-01
육아/교육,태아목에탯줄을 감고있는걸 38주간 단한번도 탯줄에 대해 설명해주지않아 태아가사망하였습니다. 해당의사의 의사자격취소 시켜주십시오,2645,2021-12-01
교통/건축/국토,무면허 음주운전자가 아이들의 아빠를 죽였습니다.,22506,2021-12-01
보건복지,의료과실로 아버지 사망하게 만들고 은폐한 병원,429,2021-12-01
기타,블랙박스에 사고장면이 확인되지 않는다는 이유로 1년동안 아무런 보상을 받지 못한 이모부의 억울한 교통사고 사건입니다.,195,2021-12-01
행정,요소수 파동 정부에서 해결 부탁드립니다.,1337,2021-12-01
보건복지,백신 미접종자 출입금지,1374,2021-12-01
보건복지,화이자백신 접종 이후 제 28번째 생일은 뇌출혈로 돌아가신 아버지의 기일이 되었습니다.,2816,2021-12-01
기타,요소수 사재기 부족현상 해결해 주세요,1585,2021-12-01
보건복지,모더나 1차 백신 접종 후 사망,3840,2021-12-01
보건복지,이제와서 '의료진 때문에?' 코로나 의료진에 대한 공무원들의 갑질을 멈춰주세요,207,2021-12-01
행정,[질병관리청]의 심사에서 왜 브라질을  <예방접종완료자 격리면제 제외국가>에 포함시켰는지 알고싶습니다!!,795,2021-12-01
교통/건축/국토,"""개화산역세권 도시환경정비사업, 강서구청의 무리한 기부채납에 원주민만 피해""",820,2021-12-01
육아/교육,예비초맘의 안전한 등하교길 불안감을 초고밀도 학교조성하는 통학구역조정대신 안전한 등하교길 조성으로 근본적으로 해결해주세요.,157,2021-12-01
기타,2021년 제 32회 공인중개사 2차 시험지 오타로 인한 피해자를 구제해 주세요,4666,2021-12-01
기타,우리 자영업자는 찾아주신 고마운 손님과 싸우고 싶지 않습니다.,732,2021-12-01
교통/건축/국토,요소수 문제 해결해주세요,14984,2021-12-01
기타,'전기차 보조금 부족현상'에 대한 국민들의 의견입니다.,479,2021-12-01
인권/성평등,초등학교 여교사 화장실에 카메라 설치한 교장선생님 강력처벌과 신상공개를 촉구합니다.,15862,2021-12-01
보건복지,저희 아버지는 화이자 백신 2차 접종후에 사망 하셨습니다.,1436,2021-12-01
교통/건축/국토,선량한 조합원들을 농락한 건설사 **건설(****)과 동천개발을  처벌하여 주십시오.,237,2021-12-01
교통/건축/국토,급합니다 ㅠ,297,2021-12-01
안전/환경,요양원 치매 환자 등에게 동의 받아 행복도시 소각장 부지를 밀실 불통 행정으로 없애고 자연 생태 지역 전동면으로 떠미는 세종시는 폐기물 처리 시설 조성을 중단하라!ㅣ,2215,2021-12-01
행정,임대인의 부도덕한 계약요구를 막아주십시요.,190,2021-12-01
보건복지,위드코로나..그리고 백신패스제도..,2168,2021-12-01
보건복지,나의 발치한 치아를 이용해 만든 임플란트용 뼈이식재를 진료실에서 제작해 사용할 수 있도록 해 주세요!!!,228,2021-12-01
육아/교육,현장실습 유가족들은 더 이상의 희생자가 없기를 피눈물로 청원합니다.,4804,2021-12-01
행정,기획재정부는 일시적 2주택 답변을 신속히 진행하여 주시기 바랍니다.,1022,2021-12-01
인권/성평등,억울하게 성추행범으로 누명을 씌어서 표적수사를 하고 있습니다,226,2021-12-01
행정,100만 소상공인을 농락하고 능멸한 중소벤처기업부장관을 파직하라,307,2021-12-01
안전/환경,***마을주민일동,139,2021-12-01
인권/성평등,‘  스토킹에 고통받는 남매의 기막힌 사연 ! ’,204,2021-12-01
기타,잔금대출이자의 터무니 없는 상승을 막아주세요,631,2021-12-01
보건복지,소방공무원분들의 식비를 개인이 충당하지 않도록 해주십시요. (국가직으로 신분이 전환됐지만 아직 급식 지원을 받지 못하고 있어 처우 개선이 시급합니다.),210,2021-12-01
농산어촌,정부의 태양열 사업으로 부터 노부부의 삶의 터전을 지켜 주세요,156,2021-12-01
교통/건축/국토,경찰수사권에 대한 공정성의 불신,275,2021-12-01
보건복지,앙골라를 격리면제 제외국가에서 제외해 주시기를 청원합니다.,211,2021-12-01
행정,중기부 저신용대출 개편 증액,177,2021-12-01
안전/환경,공동 주택에서 발생되는 층간 소음/벽간 소음에서 살려주세요.  현실적인 <층간소음방지법>을 만들어주세요.,1391,2021-12-01
교통/건축/국토,요소수가격폭등..,542,2021-12-01
보건복지,단체급식 영양사의 권한을 돌려주세요!,1939,2021-12-01
인권/성평등,[천안 **중 1학년 9반] 형법 제10조 심신미약 관련 법안을 개정해주세요.,178,2021-12-01
성장동력,"불평등한 과세로 인한 가상자산 시장 ""억압""을 멈추길 원한다 !!",7115,2021-12-02
기타,손실보상금 10만원 받았습니다. 1년이 넘게 영업제한을 당했는데 이게 뭔가요?,706,2021-12-02
육아/교육,광주광역시 **동 아동 폭행 친모를 아동과 분리시켜주세요,334,2021-12-02
보건복지,코로나19 백신부작용으로 와이프가 죽었습니다,6592,2021-12-02
행정,요소수 해결해주세요,1059,2021-12-02
반려동물,동물병원 진료기록부 발급 의무화를 통해 보호자 및 반려동물의 권리를 보장해주세요.,38238,2021-12-02
육아/교육,제발 도와주세요 제 아이가 1년 가까이 학폭을 당하고 있는데 가해자로 몰리고 있습니다,279,2021-12-02
행정,자영업 피해 고발센터와 소상공인부 신설을 요청합니다,209,2021-12-02
정치개혁,"가정, 아동, 성폭행등 강력 범죄피해자들의 현실을 개선해주세요",283,2021-12-02
행정,성남 **경찰서의 만행을 알립니다.,231,2021-12-02
인권/성평등,도와주세요!  보험사는 법위에 있고 법원도 강자편입니다,182,2021-12-02
행정,행정상의 실책으로 개인에게 부당한 피해를 입힌 담당공무원에 대한 문책과 징계를 요구합니다.,146,2021-12-02
육아/교육,천안시 고1 학폭 피해자 10곳 고등학교관련 자퇴생포함 30명가량,237,2021-12-02
교통/건축/국토,인천시 동구 ****아파트 관리업체 선정에 관한 비리를 조사해주세요!!!,151,2021-12-02
행정,대출 규제로 인해 잔금 대출이 막혔습니다. 분양 아파트 입주예정자를 위한 정책이 필요합니다!,751,2021-12-03
보건복지,아버지가 제 결혼식을 2주 앞두고 화이자 2차 백신을 맞고 돌아가셨습니다.,4824,2021-12-03
보건복지,저희 시아버님이 백신접종후 백혈병판정을 받았습니다,1100,2021-12-03
인권/성평등,불법몰카 원인 초소형카메라 사용.판매 금지를 원합니다.,19993,2021-12-03
교통/건축/국토,요소수대란 가수요차단,445,2021-12-03
기타,내가 아빠인데 양육권 없다고,553,2021-12-03
교통/건축/국토,동작구청 지역주택조합 관리강화와 *******(*****) 집중관리를 요청드립니다.,1124,2021-12-03
보건복지,"백신후 생리부작용(생리지연,생리불순,하혈 및 부정출혈)인정과 시험관아기및 임신준비중 백신패스 예외시켜주세요.",2503,2021-12-03
기타,공매도상환기간조정,348,2021-12-03
육아/교육,'영토교육'은 다음 생에,1214,2021-12-03
행정,32차 공인중개사 이의신청. 청와대 및 관할소속,764,2021-12-03
정치개혁,2014년 자행한 삭제죄명 성범죄자로 허위판결 불법감금3년6월 불법전자발찌10년 불법신상정보공개5년 검사 *** 보호7급*** 판사 ****** 대법관 *** 고의범죄 국민청원,317,2021-12-03
보건복지,장기 기증 제도를 바꾸어 주세요.,145,2021-12-03
인권/성평등,"우리는 대한민국의 개, 돼지가 아닙니다. <주면 주는 대로 받고, 시키면 시키는 대로 한단>",201,2021-12-03
육아/교육,가해자가 우선인 화성시 **읍 소재 ㅇ초등학교 성추행 학폭 사건 청원,5843,2021-12-03
기타,파산대학에 다니고 있습니다.,330,2021-12-03
행정,대출규제와 치솟는 이자율어 피눈물이 납니다,747,2021-12-03
경제민주화,중소상공인 식자재 도소매상 손실보상 대상업체 지정을 청원합니다.,143,2021-12-03
행정,소상공인들이 지킬 수 있는 법으로 바꿔주세요,1739,2021-12-03
교통/건축/국토,제2의 **** 사건이 될 경기도/용인시의 국제물류4.0 개발사업을 무효화해주십시오,637,2021-12-03
행정,가족요양지급 기준 보완을 요청합니다.,196,2021-12-03
육아/교육,학생의 입장에서 고교학점제 개선방안을 제안합니다,218,2021-12-03
보건복지,간호사의 권리와 간호의 질 향상을 위해 간호법 제정을 촉구합니다.,348,2021-12-03
안전/환경,매연 절감장치에 필요한 요소수에 청원합니다,483,2021-12-03
보건복지,"약물 알레르기로 백신을 맞지 못한 국민을, 국가가 사지로 내몰고 있습니다",1216,2021-12-04
기타,최하층의 난방유 등유를 유류세 인하에 포함하고 등유에 붙은 사치성 상품에나 과세하는 개별소비세 폐지를 요청합니다.,336,2021-12-04
육아/교육,아이들이 아파트 놀이터에 놀다 아파트 회장에게 잡혀갔어요,8157,2021-12-04
기타,소형항공사  ****의   부조리와  비리를  고발합니다,637,2021-12-04
보건복지,백신 패스 전면 철회 요구합니다!,5535,2021-12-04
기타,백신접종 후 사망한 고3아들의 엄마입니다.,63202,2021-12-04
교통/건축/국토,비리로 얼룩진 광명*** 주택재개발조합의 입주권 명단 조작 사건에 대해 당국에서 직접 조사에 나서주십시오,562,2021-12-04
경제민주화,공매도를 허용한 것은 OOO을 허용한 것과 같다.,1021,2021-12-04
보건복지,제 남편은 아스트라제네카 백신 2차 접종 후 8일 만에 사망했습니다,2872,2021-12-04
행정,김해공항 국제선의 조속한 운항 확대를 청원합니다.,684,2021-12-04
교통/건축/국토,신용불량자인 건물소유자의 연락두절로 건물철거되어 전세보증금을 날리게 되었습니다. 전세금 착복한 건물소유자에게 법으 잣대로 전세임차인을 구해주세요~,249,2021-12-04
인권/성평등,NHF 리츠 공공임대 조기분양과 분양대책 적용 확정해주세요,6425,2021-12-04
행정,법원 등기부등본 믿고 구입한 주택 뺏기게 생겼습니다,707,2021-12-04
보건복지,접종 강요하는 '백신 패스' 결사 반대!,1936,2021-12-04
안전/환경,*** **** 타버린 헤드라이트 리콜요청건,112,2021-12-04
인권/성평등,장애인에게 성폭력을 행사한 사회복지법인 종사자들이 국가보조금으로 임금을 지급받아 가는 것을 묵인한 대구광역시 **구청에 대한 감사를 요구합니다.,346,2021-12-04
보건복지,정부를 믿고 따르다 죽은 국민을 우롱하는 정부기관을 고발합니다,796,2021-12-04
경제민주화,"금융감독원의 악의적인 부작위 하수인 노릇에... 보험사기꾼과 **화재 웃고, 중소기업 울고",165,2021-12-04
인권/성평등,"학교폭력, 범죄가 맞긴 한가요?",220,2021-12-04
보건복지,백신 맞으러 갔다 코로나 걸렸어요~ 억울합니다,430,2021-12-04
교통/건축/국토,**시 택시 통합콜  행정조치  부당함에 항의합니다,115,2021-12-04
보건복지,코로나검사의 신뢰성 확보 및 검사결과 변경에 따른 피해 보상을 건의합니다,211,2021-12-04
안전/환경,남양주시 별내동 카페거리를 본래대로 돌려주십시오. 그리고 이렇게 된 이유를 명백히 밝혀주십시오.,203,2021-12-04
경제민주화,"사각지대에 있는 ""대학교 구내 매장"" 소상공인 살려주세요~!!!!!!!!!코로나19. 소상공인 손실보상 요청합니다.",146,2021-12-04
문화/예술/체육/언론,"허위사실을 기재한 언론기자의 행태를 규탄하며, 구태여론 조작하는 기자를 이 사회에서 퇴출시킵시다.",246,2021-12-04
보건복지,대형병원의 의료중재원 배상거부,176,2021-12-04
교통/건축/국토,‘요소수’ 부족 사태는 국가경제와 국민 실생활에 큰 타격과 국민을 위험에 빠뜨릴 수 있다.,650,2021-12-04
문화/예술/체육/언론,한국 스포츠 육성응원 허용하게 해주십시오.,134,2021-12-04
교통/건축/국토,무너져가는 서민들의 보금자리를 지켜주세요,162,2021-12-04
육아/교육,시흥시 ***중학교 설립촉구,1302,2021-12-05
육아/교육,한부모상대로 ***에 사기당했어요ㅠㅠ,272,2021-12-05
교통/건축/국토,한국판 뉴딜 민자사업의 지하철 3호선 파주연장(대화-덕이-운정-금릉) 노선의 민자적격성조사를 올해안에 완료하여 조속히 확정시켜 주세요!,10847,2021-12-05
교통/건축/국토,요소수 문제 해결 간곡히 부탁드립니다.,1642,2021-12-05
기타,지역 중소기업을 파멸시킨 **그룹을 고발합니다.,435,2021-12-05
보건복지,43세 두아이의 아빠가 모더나2차 접종 후  하루도 지나지 않아서 사망했습니다.,13055,2021-12-05
보건복지,화이자접종 후 엄마가 벙어리가됐어요,2248,2021-12-05
행정,가계대출 관리를 명목으로 진행되는 은행의 가산금리 폭리를 막아주세요,16057,2021-12-05
보건복지,국민들의 백신불안을 해소하기 위한 제안,864,2021-12-05
보건복지,코로나 백신(화이자)2차 접종후 기저질환 없으시던 아버지가 돌아가셨습니다.,2866,2021-12-05
인권/성평등,오피스텔에서 남자친구에게폭행당해 사망한 여자친구를 죽인 피의자 남자친구를 살인죄적용.신상공개를 촉구합니다.,60541,2021-12-05
기타,산업재해보상법(산재)에 의한 제 남편의 억울한 2차 죽음,441,2021-12-05
보건복지,위드 코로나에 대비할 전국 항체치료센터를 즉시 마련해주세요.,9017,2021-12-05
교통/건축/국토,차량용요소수  고속도로 주유소 우선공급을  중지해주세요,559,2021-12-05
보건복지,사지마비이자 혈관이상자인데 백신패스 예외대상 아니랍니다.,932,2021-12-05
보건복지,대한민국은 국민을 위한 나라가 아니였나요??,684,2021-12-05
보건복지,코로나 백신과 급성백혈병 발병의 상관관계 조사를 원합니다.,975,2021-12-05
행정,32차 부동산중개사시험_2차_A형 이의 제기 및 타 공시 이의제기 신청 및 통지와 차이를 두는지에 대한 명백한 사유 요청,515,2021-12-05
인권/성평등,**** 주52시간 미준수,125,2021-12-05
인권/성평등,제 아이들과 살고 싶습니다.,401,2021-12-05
행정,손실보상기준 인건비에 일용근로자와 인적용역비를 포함해야 합니다.,184,2021-12-05
보건복지,초등 장애아동  돌봄 서비스가 필요합니다.,189,2021-12-05
외교/통일/국방,정부는 남북관계 개선을 위해 즉각 결단하고 행동해야 합니다!,221,2021-12-05
인권/성평등,‘성희롱 사건’의 진상규명을 위한 포렌식 수사 요구,327,2021-12-05
행정,졸속으로 처리된 방역패스를 철회해주십시오.,1165,2021-12-05
교통/건축/국토,"주담대 무주택 실수요자를 위한 ""기금대출 완화""가 필요합니다",575,2021-12-05
육아/교육,대학 측의 파행적 수업 진행을 막아 주세요.,197,2021-12-05
기타,"딸 셋, 어린 손자손녀 7명을 보러 코로나 백신 접종 후 사망, 인과성 인정 못 받음",850,2021-12-05
보건복지,**** 백신을 조속히 승인해 주세요,981,2021-12-08
보건복지,저희 어머니가 화이자 접종후 급성 백혈병으로 돌아가셨습니다,889,2021-12-08
행정,춘천시의 외면으로 고통 받는 산골마을 주민들의 눈물,200,2021-12-08
안전/환경,***** 불법철거로 인한 입주자 피해호소,1100,2021-12-08
교통/건축/국토,요소수부족 사태에 대하여,308,2021-12-08
육아/교육,코로나 집단감염!! 방역수칙 위반으로 집단감염을 초래한 어린이집을 고발합니다.,696,2021-12-08
교통/건축/국토,[정책제안]요소수 유통 단기안정 대책 (전국 요소수 특별공급  주유소 지정 운영안),315,2021-12-08
기타,성폭력 가해자와 그 애인을 부디 엄히 처벌해주세요!,300,2021-12-08
반려동물,동물농장에 방영된 반려개 트럭 학대범 강력 처벌 해주세요.,2985,2021-12-08
교통/건축/국토,서해선(대곡소사선) 탄현역-야당역-운정역 연장사업을 올해안에 조속히 확정시켜 주세요!,3954,2021-12-08
문화/예술/체육/언론,음원사재기 1호 가수 관련 사건 철저한 수사 촉구합니다,4709,2021-12-08
안전/환경,화이자 백신 임상부실로인한 접종반대 및 치료제수입반대,3565,2021-12-08
