category,title,votes,end date
경제민주화,공익사업용 토지에 대한 양도세 감면 청원,290,2019-08-01
경제민주화,"******(구, *****)  대표 및 관련자들을 강력히 처벌해 주십시요!!!",149,2019-08-01
안전/환경,서울시장 박원순을 직권남용으로 인한 직위해제를 강력히 청원합니다.,5008,2019-08-01
보건복지,화상 환자분들도  장애인 등록해주세요`~,502,2019-08-01
외교/통일/국방,"정부, 우리 기업에 대한 中 갑질횡포에 적극 대응하고 도움이 필요합니다!",1305,2019-08-01
보건복지,국내 필수 품목 산업 보호를 통해 제 2 고어사 인공혈관 사태를 막아야 합니다.,780,2019-08-01
행정,청주***** 사태와  (주)*** ***의 시청및 경찰 유착의혹,2057,2019-08-01
정치개혁,외국인4명한테 집단폭행당했습니다,1148,2019-08-01
보건복지,오늘부터 제 아내는 ‘장애의 정도가 심한 장애인’ 입니다.,3282,2019-08-01
보건복지,미래 지향적 의료 정책 제안서 입니다. - 메디칼 홈 케어,294,2019-08-01
정치개혁,대한민국 사법정의를 위해서 감히 청원글 올립니다.,916,2019-08-01
일자리,마지막으로 호소합니다.**중공업 갑질을 막아주세요.,1559,2019-08-01
행정,"김포시 ""적폐공무원"" 부패 이대로 계속 방치하실겁니까?",557,2019-08-01
경제민주화,Xx*** (구 스포츠XX),168,2019-08-01
일자리,장애인들의 소중한 일자리를 되찾아주세요.,1320,2019-08-01
기타,공무원의 잘못된 행정에 국민들은 생명의 위협을 안고 살고 있습니다.,212,2019-08-01
기타,*** 대련 근무자 체불 임금,532,2019-08-01
보건복지,"암이지만 네가 알 필요는 없어, 이게 병원입니까?",13484,2019-08-01
인권/성평등,일베와 다를바없는 남초  커뮤니티의 성희롱게시글과 음란물유포 혐의를 수사해주세요.,42253,2019-08-02
교통/건축/국토,서동탄******,1011,2019-08-02
인권/성평등,**의 소비자 인권무시,150,2019-08-02
교통/건축/국토,서울시 버스업주 작은 교통사고로 냈다고 승무사원 임금 수당 지급 하지 않고 있읍니다.검토부탁합니다,457,2019-08-02
육아/교육,"어린이집 아동학대 및 강제퇴소, 역고소피해",254,2019-08-02
육아/교육,광양 **초등학교 행복주택사업 문의의 건,989,2019-08-02
육아/교육,면접교섭.친권박탈.접근금지 적용을 하게 도와주세요,222,2019-08-02
문화/예술/체육/언론,작사.작곡가이자 노래강사인 송ㅇㅇ의 불법 및 슈퍼 갑질을 고발합니다,1366,2019-08-02
교통/건축/국토,개선해주세요,201,2019-08-02
일자리,주52시간/최저임금인상으로 인한 힘든 자영업자들의 얘기를 들어주세요,1975,2019-08-02
일자리,평등이란 이름으로 행해지는 공무원 역차별을 멈춰주세요.,45526,2019-08-02
외교/통일/국방,북한어선 삼척항정박 관련 동해안 경계작전 강화를 위해 국방개혁2.0 수정을 제안합니다.,827,2019-08-03
안전/환경,도봉구*동 ***번지에 스마트앵커 유치를 반대합니다,1331,2019-08-03
일자리,"공공기관, 학교에서의 무분별한 비정규직(무기계약직, 공무직 포함)의 정규직화(준공무원화)를 반대합니다.",16588,2019-08-03
외교/통일/국방,일본자동차 및 일본 관광.일본제품 불매  스티커 제작하여 모든 자동차에 붙일 수 있도록 시민단체에 호소합니다,9151,2019-08-03
안전/환경,일본의 첨단재료 한국수출 통제에 대한 한국의 일본 폐기물(석탄재) 수입제한 청원,100909,2019-08-03
인권/성평등,공군 *전대 ***대대 대대장 인권침해 및 사적지시 사례 고발,682,2019-08-03
기타,억울하게 가신 저희 어머니의 죽음을 풀어주세요,3284,2019-08-03
저출산/고령화대책,아동 성상품화 광고에 대한 적극적인 규제  청원드립니다.,3872,2019-08-03
인권/성평등,광주 **경찰서 부실 수사팀을 처벌해 주세요.,8951,2019-08-03
성장동력,MICE 신규투자는 잠실 대신 일산 킨텍스로 결정 바랍니다,3490,2019-08-03
행정,임시정부 수립 100주년을 기념하여 8.16일 임시공휴일 지정을 바랍니다.,313,2019-08-03
보건복지,적반하장  누가 피해자인가요?  슈퍼갑질,263,2019-08-03
안전/환경,울산 편의점주 무차별 폭행 사건과 관련 처벌 강화,598,2019-08-03
기타,대기업의 횡포 **을 말려주세요,220,2019-08-03
성장동력,"■문 대통령, 한국을 제2의 에스토니아로 혁신해야■",190,2019-08-03
행정,부산 시내버스 주52시간 준수 바랍니다.,385,2019-08-03
육아/교육,경남 창원 북면신도시에 고교 신설 요청,2090,2019-08-03
기타,"저희 아빠가 한 순간에 피의자가 됐습니다, 도와주세요.",1276,2019-08-03
경제민주화,대리점을 강탈해 직영매장으로 바꿔 아웃도어 본사는 부자 되고 저는 난감한 처지가 됐습니다,395,2019-08-03
교통/건축/국토,항공정비사 야간 근로시 휴무시간 법정보장,483,2019-08-03
교통/건축/국토,이륜차(오토바이) 등록제 시행 및 무등록 이륜차 단속 강화가 필요 합니다.,359,2019-08-03
안전/환경,일본은 상업포경 중단하라,1228,2019-08-03
기타,5G 기술 사용의 중지를 위한 국민청원,186,2019-08-04
인권/성평등,데이트 폭력과 스토킹범죄에 대한 강력한 처벌을 요구합니다.,1556,2019-08-04
기타,공인회계사 시험문제 유출 의혹 수사 부탁드립니다.,6098,2019-08-04
외교/통일/국방,2020년 도쿄 올림픽 보이콧을 청원합니다.,10616,2019-08-04
외교/통일/국방,일본의 제재에 한일군사정보보호협정 폐기를 대응 카드로,1489,2019-08-04
외교/통일/국방,G20 문재인대통령일정을 공개해주십세오,2646,2019-08-04
교통/건축/국토,3기 신도시 강행하는 관련 국토부 공무원들을 징계바랍니다.,576,2019-08-04
육아/교육,'은평구 어린이집 학대사건'(7.4 SBS 뉴스 보도) 어린이집 운영 자격 영구정지(취소) 및  박탈 시켜주세요!,10803,2019-08-04
인권/성평등,자살 한 딸의 한(恨)은 일 년이 지나도 풀리지 않았습니다.,13713,2019-08-04
반려동물,쇠파이프에 맞아 현재 쇼크상태인 어미 고양이,39384,2019-08-04
기타,군복무중사고후,196,2019-08-04
교통/건축/국토,** 최** 대표를 고발합니다.,327,2019-08-04
교통/건축/국토,[강화된 청약자격]해외 출장 30일 이상 해당지역 박탈,149,2019-08-04
정치개혁,우리 삶 깊숙히 들어와있는 일본산 식재료들,18085,2019-08-04
행정,"청주터미널 *****의 빠른 오픈과 사단법인 상인회의전횡을 조사,심판해주세요.",519,2019-08-04
일자리,*전자의 가증스런 두 얼굴을 공개 합니다.,757,2019-08-04
보건복지,대형병원(**병원)의 횡포,282,2019-08-04
육아/교육,학원가 불법댓글 근절해 주시기 바랍니다.,183,2019-08-04
기타,유사투자자문 업체의 횡포를 엄중히 처벌해 주십시오.,217,2019-08-04
교통/건축/국토,"부산** ***** 신축아파트 부실시공 사전점검 강행 및 2차 사전점검 요청, 준공일 연기 민원 신청",272,2019-08-04
경제민주화,"국민연금 기금운영시 투명하게 공개해주시고,  기금손실을 부추기는 주식대여 공매도를 영원히 금지해주세요",1298,2019-08-04
문화/예술/체육/언론,게임업계의 도를 넘은 고객 기만행위에 제재가 필요합니다.,4710,2019-08-04
경제민주화,부산전포카페거리임대료25%이상인상강요에허득이는임차인,164,2019-08-04
교통/건축/국토,제 2의 윤창호법이 시행 되었음에도 3명을 죽인 음주운전 살인마는 왜 구속수사하지 않습니까!,8890,2019-08-04
인권/성평등,재고소된 가정폭력에 대한 철저한 수사와 처벌이 이루어지길 청원합니다.,665,2019-08-04
교통/건축/국토,"강원 가스안전공사,공급자 무책임한행동",176,2019-08-04
안전/환경,영산강 보 철거 청원합니다.,279,2019-08-04
행정,택배기사 취업알선을 가장한 냉동탑차 강매 사기업체들을 막아주세요.,263,2019-08-04
육아/교육,부산솔빛특수 학교 재배치를  위한 국민청원,483,2019-08-07
기타,집행유예로 풀려난 청주 대학생 여자친구 살해사건 재수사 요구합니다,492,2019-08-07
안전/환경,우라늄 수돗물을 3개월 마셨습니다,491,2019-08-07
교통/건축/국토,울산의 **교통 택시 대표 갑질행위 처벌해 주시고 저의 투자금 돌려주십시오,302,2019-08-07
정치개혁,양승태 공소장 공범  권순일을 수사후에 추가 기소하여 양승태 구속 기간을 연장 및 공수처 신설 법안 대상 확대 발의안등 4개 신설 법안 국회 통과 요청 신규 청원서,616,2019-08-07
보건복지,일본을  방문한 내국인의 입국심사시 방사능 피폭 검사를 의무화 해주세요.,2120,2019-08-07
교통/건축/국토,대한민국 최대 적폐 ‘건설노조’ 그 들의 만행을 제지해 주십시오.,2609,2019-08-07
외교/통일/국방,수건을 던집시다.,347,2019-08-07
행정,여수시 시청  길바닥에서 30일이 넘도록 노숙농성 중인 노인들을 살려주세요.,702,2019-08-07
저출산/고령화대책,"웨딩업계의 탈세, 정찰제 실시 등 법으로 규제해주세요!",252,2019-08-07
문화/예술/체육/언론,2020년 동경 올림픽 boycott입니다.,771,2019-08-07
육아/교육,"""도와주세요."" 저의 아들은 거짓말 쟁이로 평생을 살아가게 되었습니다.",449,2019-08-07
경제민주화,그것이알고싶다 박회장 강남재산 국가환원 특별법위하여 동참해주세요!,2455,2019-08-07
정치개혁,이** (****) 전 **일보 기자가 거짓기사를 쓰도록 조정한 사람들을 수사해 주세요.,1647,2019-08-07
미래,"일본 파칭코 자본엔 영종도 준설토투기장 내주고 혈세투입, 인천 내항재개발엔 LH 내세워 막개발 방조하는 해양수산부",466,2019-08-07
육아/교육,어린이집CCTV삭제.고장.훼손.관리 소홀로 영상이 없을시 아동학대와 같은 처벌을 바랍니다.,738,2019-08-07
경제민주화,개인투자자 죽이는 공매도 제도 반드시 폐지하거나 수정해주십시오!!!,2371,2019-08-07
기타,다시 수리산입니다.,3896,2019-08-07
문화/예술/체육/언론,SBS 예능 프로그램 '정글의 법칙' 폐지를 청원합니다.,654,2019-08-07
인권/성평등,리얼돌 수입 및 판매를 금지해주세요,263792,2019-08-07
육아/교육,"장애아동을 2달간 약 71회 학대한 장애아동특수교사(1명) 및 일반교사(1명), 방관자 원장을 엄벌에 처해주세요 ...",51334,2019-08-07
안전/환경,**경찰서 손00팀장은 누굴 위한 경찰인가요!,438,2019-08-07
문화/예술/체육/언론,*** 교향악단 부지휘자 적법치 못한 수사 및 직권해지,217,2019-08-07
육아/교육,고창군 흥덕면 *** 어린이집 도로개통 반대,185,2019-08-07
육아/교육,학교 무기계약직 파업 ㅡ 유은혜 교육부 장관님,1791,2019-08-07
정치개혁,국회의원 특권폐지,1651,2019-08-07
인권/성평등,19년 6월 14일에 일어난 강간사건 및 성범죄 관련 가해자 처벌 요청합니다.,343,2019-08-07
교통/건축/국토,김포 도시철도 개통지연에 대한 철저한 감사와 관련자 처벌을 부탁드립니다.,21990,2019-08-07
안전/환경,배트남 이주아내를 폭행한 남편을 엄벌의 처해주세요,5503,2019-08-07
인권/성평등,결혼이주여성 인권 및 권리를 찾아주십시요.,2996,2019-08-07
인권/성평등,전남 영암 베트남부인 폭행 강력한 처벌을 원합니다,16082,2019-08-07
기타,소비자 우롱하는 **건조기 리콜및 보상요청합니다,34440,2019-08-07
안전/환경,김해시 의료폐기물 반대,2585,2019-08-07
교통/건축/국토,수원 영통 삼성전자 인근에서 불법 개조한 원룸으로 사회초년생들의 전세금을 조직적으로 편취한 임대인 변OO씨 일가의 처벌을 바랍니다.,7403,2019-08-07
외교/통일/국방,예비군 훈련 기간을 개선해주셨으면 좋겠습니다.,148,2019-08-07
안전/환경,"**소방을 핍박하는 감사위원장을 고발하며, 인사청탁자들을 밝혀 처벌해 주십시오.",1772,2019-08-07
인권/성평등,"초등 교사들의 성적 취미, 강력히 처벌해 주세요.",493,2019-08-07
안전/환경,사람을 물었던 개는 반드시 안락사시키도록 법을 개정해 주세요,1162,2019-08-07
일자리,****자동차 사측과 노조의 임금손실 보전금(격려금) 지급을 막아야합니다. 반드시...,191,2019-08-07
문화/예술/체육/언론,유투브 가짜뉴스 처벌해 주세요.,1054,2019-08-07
인권/성평등,동대문 도매시장 주 5일제 시행,3572,2019-08-07
미래,광주 **고등학교 시험지 유출,1278,2019-08-07
외교/통일/국방,러시아(블라디 보스톡)에서 교통사고가 났는데 아무런 보상도 받지 못하고 있습니다.,562,2019-08-07
경제민주화,"대한국인들이여! 전격적, 장기적 일본 불매운동에 동참합시다~",2600,2019-08-07
외교/통일/국방,내년 일본의 수도 동경에서 개최되는 하계 올림픽에 정부는 공식적으로 불참을 선언해야합니다.,1525,2019-08-07
성장동력,검단신도시 미분양 문제를 해결해 주세요.,174,2019-08-07
기타,전남 **조선소 악질 임금 체불업체를 신고합니다,184,2019-08-07
기타,*** **(**** ******) 출금 정지 사태 및 먹튀 논란,819,2019-08-07
육아/교육,우리에게는 시간이 없습니다,1195,2019-08-07
농산어촌,농촌도 사람이 먼저다...,206,2019-08-07
인권/성평등,이쯤되면 검사들 눈에는 국민은 바퀴벌레로 보이는 거겠죠!?,304,2019-08-07
기타,*****(스포츠**) 주주들을 도와주시기 바랍니다.,127,2019-08-08
보건복지,가난한 사람만 실명하게 하는 의료보험법 고쳐주세요!!,469,2019-08-08
육아/교육,어린이집 전염병에 보건소 의무 방역을 실시해주세요.,341,2019-08-08
육아/교육,어린이집 보조교사를 편법으로 쓰지 못하게 하는 업무지침이 필요합니다.,473,2019-08-08
인권/성평등,주거침입 및 강간미수 폭력,598,2019-08-08
육아/교육,부산 **에 소재한 어린이집의 소풍중에 5세 아이의 입술이 드론 조종 미숙에 의해 찢어지는 사고가 있었습니다.,4347,2019-08-08
기타,우체국 집배원들 사람답게 살게 해주세요,529,2019-08-08
행정,국민 여러분 하나님을 고소합시다,225,2019-08-08
육아/교육,저희조카에게떳떳한이모가될수있게도와주세요,565,2019-08-08
교통/건축/국토,터널 안에서 무식하게 사진 찍는 자동차 동호회 처벌해주세요.,1621,2019-08-08
보건복지,의약품 처방을 댓가로 의사에게 성상납까지 이루어지고 있는 현실을 정부는 더이상 외면하지 마십시오.,1716,2019-08-08
안전/환경,불법폐기물로 인한 일반인의 피해상황,40492,2019-08-08
안전/환경,"은행 현금자동입출금기에 ""얼굴인식프로그램""를 도입하여 주십시오.",251,2019-08-08
기타,"대환대출만큼이라도 허용해주세요(같은금액, 금리인하)",183,2019-08-08
인권/성평등,베트남 이주여성 폭행男 강력처벌요구합니다.,1258,2019-08-08
기타,***본사의 불공정거래 행위를 즉각 중단시켜주세요,1887,2019-08-08
반려동물,불필요한 동물실험을 없애주세요.,1391,2019-08-08
육아/교육,교육부의 교육공무직 (학교급식종사자등)에 끌려다니는 교섭 반대합니다,5887,2019-08-08
기타,"이 사람, 신랑 누나의 처벌을 청원합니다.",884,2019-08-08
안전/환경,못 먹는 물이 나오는 정수기 때문에 아이는 병원 신세를 져야 했습니다,406,2019-08-08
교통/건축/국토,태안 어은돌 보트 슬로프 오픈,140,2019-08-08
기타,**지방청의 부당한 표적내사의 실체를 밝혀주세요! 회사가 괴사위기에 빠졌습니다,126,2019-08-09
기타,********** 앱게임 회사 ******를 처벌해주세요.,330,2019-08-09
안전/환경,저희집이 무너지고 있습니다 도와주세요,320,2019-08-09
교통/건축/국토,부산 조정지역해제 제대로 조사안한 국토부심사위원들 해임해주세요,1349,2019-08-09
인권/성평등,"일본군 성노예 피해자들을 매춘부, 창녀라고 모욕한 ***과 *** 그리고 ***을 처벌해주세요",1454,2019-08-09
경제민주화,금융위원장 최종구는 답하라,786,2019-08-09
인권/성평등,장애인 생존권과 인권침해,289,2019-08-09
행정,베트남여성 폭행사건의 베트남여성의 한국국적을 주지 말아주세요,34012,2019-08-09
문화/예술/체육/언론,*** 라는 가수에게 활동의 자유를 주세요,3393,2019-08-09
기타,보이스피싱 대출에 대한 피해 및 대출 심사,244,2019-08-09
기타,Bj관련 제2의 버닝썬 사태에 도움을 부탁드립니다. 제발 도와주싶시요,219,2019-08-09
안전/환경,안녕하세요 제발한번만 읽어주세요 부탁드립니다.,433,2019-08-09
일자리,대리기사 손목 비틀어 이익내려는 *** 시급제 대리기사 운영 막아주세요,175,2019-08-09
보건복지,치료약물 유산3번 제한 풀어주세요..,3567,2019-08-09
행정,집배원도 토요휴무 원합니다,541,2019-08-09
보건복지,요양원을 고발합니다.,424,2019-08-09
행정,***** 쇼핑몰(서울 중구 **** ***) 의  용역비리와 법인의 자금을 횡령한 용역회사를 세무조사 하라,1385,2019-08-10
기타,소녀상에 침을 뱉은 한국인들의 얼굴을 공개해주세요.,3408,2019-08-10
기타,"일간베스트(일베), 워마드 사이트 폐쇄를 청원합니다",1889,2019-08-10
인권/성평등,민갑룡경찰청장님은 제아들을 불법체포해서 허위자백을 강요하며 고문한 경찰들의 범죄사실을 알면서 처벌하지 않고 있습니다.,327,2019-08-10
교통/건축/국토,"**화학, **건설 및 ***는 체불된 공사 대금 지급하여 중소기업 살려내라!",599,2019-08-10
기타,국내 일부 온라인 쇼핑몰과 용산 전자상가 유통구조 개선,14795,2019-08-10
기타,2019년 3개부처 공동학술대회  개최안의 문제점 !,114,2019-08-10
정치개혁,증거조작범 인천 **서 *** 경사 및 관련자들을 구속 수사하라,316,2019-08-10
보건복지,암환자들이 맞는 고용량비타민c 의료보험 혜택 받을수 있게 급여로 바꿔 주세요.,4272,2019-08-10
기타,스티븐유(유승준) 입국금지 다시 해주세요. 국민 대다수의 형평성에 맞지 않고 자괴감이 듭니다.,259864,2019-08-10
정치개혁,!!!윤석열검찰총장후보자는 사퇴하라!!!,11521,2019-08-10
문화/예술/체육/언론,평양 대동강맥주를 즐기게 해 주세요!,285,2019-08-10
정치개혁,"(경警찰察)도 아닌것이(경찰행세)하며 연행중이던  여학생에게  ""야! 이 ***아!"" 라고 ""욕.辱""한 (경警찰察)이 아닌  (여女****)을 처벌해주세요",494,2019-08-10
농산어촌,어촌계의 갑질 횡포와 마을주민 내몰기,1559,2019-08-10
육아/교육,평가원의 작은 결정이 60만 수험생에게 큰  힘이 됩니다.,30400,2019-08-10
기타,**고객센터 해지부서 상담사들은 일부러 전화를 받지 않고 있습니다,590,2019-08-10
문화/예술/체육/언론,일본 극우여론전에 이용되고 있는 가짜뉴스 근원지 조선일보 폐간 및 TV조선 설립허가취소,245569,2019-08-10
인권/성평등,"육군 ****부대 ***대대장의 1호차 운전병 사적 운용, 공정한 선거관리 위반, 영리행위 무마, 폭언방조, 구타, 갑질등으로 고발",683,2019-08-10
보건복지,"평생 최소비용만 500만원, 여성위생용품(생리대)의 가격을 인하해주세요!",1033,2019-08-10
외교/통일/국방,'스티브 유' 의 입국 금지를 청원합니다.,20804,2019-08-10
정치개혁,국회 패스트 트랙 입법상정시 국회내에서 폭력사태로 고발된 사건 빨리처하세요,784,2019-08-10
행정,부동산 중개사의 갑질과 세입자 권리보호,184,2019-08-10
인권/성평등,"남성은 채용하지 않는 ***항공(부산) 승무원 채용, 남녀차별 외국기업을 처벌해 주십시요",183,2019-08-10
정치개혁,일안하는 국회의원 반성하라,1840,2019-08-10
보건복지,'두개의 시'에 하나씩 고압산소치료기를 설치하게 해주세요,125,2019-08-10
정치개혁,김용익 의원님을 보건복지부 장관으로 추천합니다.,718,2019-08-10
인권/성평등,밀양 10대 여학생 집단 성폭행 성범죄 사건 진상규명 발본색원 및 재수사,615,2019-08-10
육아/교육,등교시간,132,2019-08-10
교통/건축/국토,경의중앙선과 경춘선의 평일에 자전거 휴대승차를 허용해 주십시요.,1300,2019-08-10
기타,물품 사기도 보이스피싱처럼 바로 계좌정지 및 적절한 조사가 이루어 졌음 좋겠습니다,280,2019-08-10
기타,악덕주인으로 부터 보호해주세요,191,2019-08-10
보건복지,지적 장애인들도 장애인입니다/제발 지적 장애인인 제 아이를 살려 주십시요,233,2019-08-10
저출산/고령화대책,무주택 다자녀 가정에 임대 아파트 지원해 주세요,297,2019-08-10
육아/교육,고교 내신제를 폐지해 주십시오.,359,2019-08-10
교통/건축/국토,거주자주차구역에 대한 민원,140,2019-08-10
기타,살인범죄에 대한 심신미약 처벌을 강화해 주세요,629,2019-08-10
안전/환경,중국발 미세먼지 문제를 중국에 공식적으로 항의해주세요.,369,2019-08-10
정치개혁,"국민여러분 "" 가스라이팅(gaslighting)"" 아시나요?",244,2019-08-10
기타,항암 약품 의료보험 적용에 관한 청원,255,2019-08-10
인권/성평등,"제주 살인사건의 피의자 고**을 대인,제주전사 라 칭하는 워마드를 폐쇄해주세요",592,2019-08-10
교통/건축/국토,집이 붕괴될까 걱정입니다. 도와주세요.,207,2019-08-10
행정,부동산  공시지가 인상 산정기준  세부내역 공개해주시기바랍니다,157,2019-08-10
행정,"공문서를 위조하여 사건을 은폐, 심리 조사없이 행정재판을 종결시킨 **구치소와 해당 여자교도관을 처벌해 주세요",259,2019-08-10
농산어촌,**항 수산시장 거짓고개 숙인 상인회,182,2019-08-10
미래,이륜차(Bike)의 자동차 전용차로 주행금지 제도 개선에 대한 청원,1229,2019-08-11
일자리,무차별적인 검찰의 삼성 그룹 수사를  중단해 주십시오,1203,2019-08-11
기타,건물주의 갑질! 어디가 끝인가요? 진짜 억울합니다. 꼭 읽어주세요. 도와주세요...,1184,2019-08-11
기타,"**그룹 회장 ***의 감금, 협박에 의한 법인인감도장 강탈, 80억 원의 비자금 조성 및 편법 증여에 대한 수사촉구 청원",849,2019-08-11
육아/교육,이대로 죽을 순 없습니다! 4대 세습 대학 총장의 인권유린 갑질을 처벌해주십시오!,1620,2019-08-11
육아/교육,무단친입해 아동강간미수 현행범인 **세 남성 단 시간에 귀가 조취 시킨 이유를 알고 싶습니다.,16676,2019-08-11
문화/예술/체육/언론,학교운동부지도자 주52시간 예외직종 변경 요구,2498,2019-08-11
안전/환경,무분별한 시위를 제지해 주세요,1898,2019-08-11
행정,47년 된 **떡볶이가 위기에 처해있어요!!!,636,2019-08-11
정치개혁,소년법 개정을 요구합니다,2950,2019-08-11
안전/환경,아이들이 ‘오존 위험’에 노출되고 있습니다. ‘제2의 옥시사태’처럼 무고한 아이들을 잃고 눈물 흘리지 않도록 도와주세요..,1005,2019-08-11
육아/교육,아이의 인권을 지켜주세요,4414,2019-08-11
기타,HPV 바이러스가 질병인가요?,230,2019-08-11
문화/예술/체육/언론,스티븐유(유승준) 입국거부 청원합니다!!!,16347,2019-08-11
외교/통일/국방,유승준 입국허가를 막아주세요.,29873,2019-08-11
안전/환경,금은방 강도 사건,1531,2019-08-11
행정,경기도 광주시청으로 인해 저는 억울하다못해 억장이 무너집니다!! 제 소중한 땅을 지키고 싶습니다!!,184,2019-08-11
기타,sh서울주택도시공사는 각성하라!!,310,2019-08-11
기타,나라와 국민 전체를 배신한 가수 유승준의 입국허가를 반대합니다.,27224,2019-08-11
보건복지,저와 저희 어머니를 제발 살려주세요,1402,2019-08-11
안전/환경,파주시 **동 **인쇄소 악취 발생에 대하여 정밀 점검 및 출판단지로 이전을 요청합니다.,703,2019-08-11
기타,제발도와주세요..단체폭행 처벌,927,2019-08-11
인권/성평등,외국인 민원인에 대한 출입국 관리소 직원들의 무례한 언행의 고발과  인식개선을 강력히 촉구 합니다,5084,2019-08-14
기타,"물가폭등을 부르는 日, 中의 해운업 경제보복 카드, 대처해주시기를 청원합니다.",915,2019-08-14
정치개혁,"은평구청의 심각한 민주주의 훼손, 구의원인들 반대의견, 소신의견을 낼 수 있을까요?",1144,2019-08-14
기타,유승준씨의 국내 입국을 적극 찬성합니다!!,1452,2019-08-14
행정,서울시 임대아파트 임차인들을 살려주십시요.,329,2019-08-14
보건복지,일본 방사능실체에 대하여 정부는 국민에게 사실을 알려야 합니다.,632,2019-08-14
육아/교육,초등학교 돌보미란 무엇인가요?,195,2019-08-14
교통/건축/국토,분양가상한제야말로 서민죽이는 정책,11028,2019-08-14
안전/환경,일본 수산물품에 대해 축소시킨 검역기간을 환원시켜 국민들을 방사능과 일본 수입산으로부터 식품안전을 보호해주세요!!,4358,2019-08-14
외교/통일/국방,국제기구 세계녹색기후기구 대한민국 정부 질문,134,2019-08-14
기타,서울 **경찰서에서 다루고 있는 사건에 대해 민원을 제기합니다.,198,2019-08-14
인권/성평등,**전자 **본사 산재사고,411,2019-08-14
기타,********,1566,2019-08-14
미래,문재인대통령님의 〈세월호참사 진상규명과 관련자 처벌〉의 의무와 책임을 즉각 이행해주실 것을 청원합니다.,3422,2019-08-14
육아/교육,아동학대를 유발하는 정책을 개정해 주세요,386,2019-08-14
문화/예술/체육/언론,내일이면 늦습니다. 표석 하나없이 철거중인…베이징 '이육사 순국지'  보존책을 마련해 주세요,467,2019-08-14
외교/통일/국방,재외동포 F-4 비자 폐지를 청원합니다.,1587,2019-08-14
반려동물,문재인대통령님 개고양이식용종식 공표해주십시오,2705,2019-08-14
안전/환경,"오산시,**동 폐기물처리장,미세먼지보다심한 !악취와 발암물질  !어떻게 살아야하나요?",3818,2019-08-14
안전/환경,용서하지않을 권리도 지켜주세요,3938,2019-08-14
안전/환경,"세계인의 기후변화 대응은 국가간의 단순한 협약이나 선언이 아니라, 실질적인 기후변화대응 녹색실천인 '국제녹색인증(IO-WGCA IGC)' 등록을 청원합니다.",162,2019-08-14
경제민주화,"**그룹  만행에  죽어간다   (성추행, 강요 등)",793,2019-08-14
문화/예술/체육/언론,유승준 한국 입국을 허락해주시기 바랍니다.,299,2019-08-14
일자리,취업사기와 냉동탑차 강매,222,2019-08-14
교통/건축/국토,울릉도에 <독도가 보이는 둘레길>을 만들어요.,378,2019-08-14
육아/교육,"연봉 1억, 연금300만원 애주가 교장과 그 행정실장을 철저하게 조사하고 솜방망이 처벌이 아닌 엄벌에 처하게 해주세요",1111,2019-08-14
보건복지,일본은 방사능오염국입니다. 해외여행 자제지역으로 등록해주세요,970,2019-08-14
육아/교육,집단폭행당한 사랑하는 아들에게,3249,2019-08-14
인권/성평등,갑질묵살교장 모로쇠교감 “책임질테니 맘대로 해봐 내가 눈하나 깝짝하나” 갑질 교사를 영구 퇴출 청원합니다,1095,2019-08-14
보건복지,강박증도 장애등급 받을수있게 해주세요,128,2019-08-14
저출산/고령화대책,"청계천의 ""괴물""(양의 탈을 쓴 늑대) 예금 보험 공사의 횡포를 막아 주십시오.",164,2019-08-14
기타,문다혜에 들어가는 국민혈세 멈춰주세요5편,277,2019-08-14
일자리,"""음주 면허취소 한번에 자격상실 5년"" 너무나 가혹한 ""화물 운송자 자격증 제도"" 바꿔 주세요.",182,2019-08-14
인권/성평등,"더 이상은 군대 내 폭행,따돌림과 가혹행위가 일어나지 않도록 철저히 감시하고 조사하는 기관을 만들어 주시고 군대 내 피해자와 가해자를 격리시킬 수 있는 장치를 만들어 주십시오.",305,2019-08-14
육아/교육,성적 소문으로인해 자살시도,2204,2019-08-14
일자리,**푸드(그룹)의 탈법적인 직장 갑질을 고발합니다.,489,2019-08-14
육아/교육,서산***유치원 운영정지가 철회될 수 있도록 도와주세요!!,567,2019-08-14
교통/건축/국토,서부내륙민자고속도로 부실과 부정부폐한 사업을 폐지하고 재정사업으로 전환 하라,355,2019-08-14
보건복지,전 최중증 독거 장애인입니다. 주52시간근로시간제한으로 생명의 위협을 받고있습니다. 도와주세요 ㅠㅠ,629,2019-08-14
외교/통일/국방,군인은 제대로된 치료 받지 않아도 되는걸까요?,368,2019-08-14
농산어촌,태양광,185,2019-08-14
안전/환경,상수원 보호구역에 난개발조성하는 2차선도로 폐지 부탁드립니다,269,2019-08-14
경제민주화,불법 주식거래 수수료 무료 이벤트를 방조하는 금감원과 공정위의 직무유기를 감사해 주시기 바랍니다,292,2019-08-14
안전/환경,한국 클럽 문화의 개선을 위해 힘써주세요.,351,2019-08-14
안전/환경,대형마트 계산대 서비스 개선,162,2019-08-14
반려동물,★길고양이 몸에 해롭지 않은 피임약이 개발될 수 있도록 국가가 적극적으로 나서 주시기를 바랍니다.★,634,2019-08-14
정치개혁,전북교육감의 자녀 유학에 대해 한치의 의구심 없이 소명해 주시기 바랍니다.,1770,2019-08-15
외교/통일/국방,전문연구요원 축소계획을 철회해주세요,5890,2019-08-15
